ticker,name,sector,market,price,s_score,s_total,s_pct,r_score,r_total,r_pct,grade,relaxed_items,s_EPS_positive,s_EPS_uptrend,s_GM_judge,s_OCF_positive,s_OCF_uptrend,s_FCF_positive,s_FCF_uptrend,s_ROE_above_thr,s_ROE_uptrend,s_ROA_above_thr,s_ROA_uptrend,s_DE_below_thr,s_ROIC_above_thr,s_ROIC_vs_WACC,r_EPS_positive,r_EPS_uptrend,r_GM_judge,r_OCF_positive,r_OCF_uptrend,r_FCF_positive,r_FCF_uptrend,r_ROE_above_thr,r_ROE_uptrend,r_ROA_above_thr,r_ROA_uptrend,r_DE_below_thr,r_ROIC_above_thr,r_ROIC_vs_WACC,s_gm_note,dcf_buy_price,dcf_intrinsic,dcf_adj_rate,dcf_raw_rate,dcf_years_back,dcf_past_eps,dcf_present_eps,dcf_skip_reason,undervalued,margin_pct,latest_EPS,latest_GM,latest_ROE,latest_ROA,latest_DE,latest_ROIC,data_source,error
ALOV,Aldabra 4 Liquidity Opportunity Vehicle,Financial Services,US,9.93,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,True,False,False,False,False,False,False,データなし,,,,,,,,,,,0.03,,147.1,-27.39,376.78,,eodhd,
ALOVU,Aldabra 4 Liquidity Opportunity Vehicle,Financial Services,US,10.06,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,True,False,False,False,False,False,False,データなし,,,,,,,,,,,0.03,,147.1,-27.39,376.78,,eodhd,
ANVS,Annovis Bio,Healthcare,US,1.86,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,"EPS_uptrend, ROA_uptrend",False,False,,False,False,False,False,False,True,False,False,True,False,False,False,True,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.63,93.82,-171.23,-136.87,5.83,,eodhd,
ARDC,Ares Dynamic Credit Allocation Fund,Financial Services,US,12.63,2.0,13.0,15.4,9.0,13.0,69.2,FAIL,"EPS_positive, OCF_positive, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,10.83,15.47,1.0,0.82,3.0,1.62,1.66,,False,-16.6,1.66,,6.51,3.83,35.86,4.79,,
ATIIW,Archimedes Tech SPAC Partners II Co.,,US,2.12,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,3.43,3.31,357.6,,eodhd,
AURA,Aura Biosciences,Healthcare,US,6.46,2.0,13.0,15.4,1.0,13.0,7.7,FAIL,,False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,データなし,,,,,,,,,,,-0.5,,-77.56,-62.68,0.08,,eodhd,
AUST,Austin Gold Corp.,Basic Materials,US,1.32,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.04,,-19.55,-19.25,,,eodhd,
BACC,Blue Acquisition Corp.,Financial Services,US,10.47,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,True,,False,False,False,False,False,False,False,False,False,False,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,データなし,,,,,,,,,,,0.04,,-25.77,0.93,,,eodhd,
BGH,Barings Global Short Duration High Yield Fund,Financial Services,US,14.05,2.0,13.0,15.4,9.0,13.0,69.2,FAIL,"EPS_positive, OCF_positive, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,13.7,19.57,1.0,-5.27,3.0,2.47,2.1,,False,-2.6,2.1,,6.63,4.5,45.38,4.56,,
BHAVU,BHAV Acquisition Corp,Financial Services,US,10.13,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,True,False,False,False,False,False,False,データなし,,,,,,,,,,,0.0,,210.15,-35.66,548.88,,eodhd,
BIVIW,BioVie Inc.,,US,0.28,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,-92.27,-81.36,36.77,,eodhd,
BLZR,Trailblazer Acquisition Corp.,Financial Services,US,10.11,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,True,,False,False,False,False,False,False,False,False,False,False,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,データなし,,,,,,,,,,,0.07,,1.11,1.07,,,eodhd,
BMEA,Biomea Fusion,Healthcare,US,1.19,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend, ROA_uptrend",False,False,,False,False,False,False,False,True,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.17,,-209.11,-105.51,0.7,,eodhd,
BREZ,Breeze Acquisition Corp. II,,US,9.91,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-5.12,,-85.94,-19.25,263.47,,eodhd,
CCIIW,Cohen Circle Acquisition Corp. II,,US,0.79,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,1.75,1.68,,,eodhd,
CGTX,Cognition Therapeutics,Healthcare,US,1.3,2.0,13.0,15.4,6.0,13.0,46.2,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,True,False,False,データなし,,,,,,,,,,,-0.05,,-68.53,-48.54,0.9,,eodhd,
CMND,Clearmind Medicine Inc.,Healthcare,US,3.11,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"OCF_uptrend, FCF_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,True,False,False,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-33.17,,-323.41,-63.41,147.6,,eodhd,
COPL,Copley Acquisition Corp,Financial Services,US,10.42,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.12,,-6126.92,615.28,166.2,,eodhd,
CTXR,Citius Pharmaceuticals,Healthcare,US,0.55,2.0,13.0,15.4,6.0,13.0,46.2,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,True,False,False,データなし,,,,,,,,,,,-1.33,,-55.42,-28.59,1.48,,eodhd,
CVKD,Cadrenal Therapeutics,Healthcare,US,3.19,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,ROA_uptrend,False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,False,False,False,False,False,False,True,True,False,False,データなし,,,,,,,,,,,-1.04,,-483.34,-305.95,0.79,,eodhd,
DAAQW,Digital Asset Acquisition Corp.,,US,0.46,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,,False,False,False,False,True,False,True,False,False,False,False,データなし,,,,,,,,,,,,,21342.14,16978.1,,,eodhd,
DC,Dakota Gold Corp.,Basic Materials,US,5.28,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.07,,-26.25,-25.5,1.54,,eodhd,
DFTX,Definium Therapeutics,Healthcare,US,24.5,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,False,False,False,False,True,False,True,True,False,False,データなし,,,,,,,,,,,-0.71,,-55.3,-41.76,12.21,,eodhd,
DRUG,Bright Minds Biosciences Inc.,Healthcare,US,59.83,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-2.06,,-14.91,-14.49,,,eodhd,
DSU,BlackRock Debt Strategies Fund,Financial Services,US,9.65,2.0,13.0,15.4,8.0,13.0,61.5,FAIL,"EPS_positive, OCF_positive, FCF_positive, ROE_uptrend, ROA_above_thr, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,True,True,,True,False,True,False,False,True,True,True,True,False,False,データなし,7.17,10.24,3.76,7.53,3.0,0.74,0.92,,False,-34.6,0.92,,6.14,5.08,17.91,5.2,,
DYOR,Insight Digital Partners II,Financial Services,US,10.05,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,True,,False,False,False,False,False,False,False,False,False,False,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,データなし,,,,,,,,,,,0.05,,0.53,0.51,,,eodhd,
ERAS,Erasca,Healthcare,US,14.49,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend",False,True,,False,False,False,False,False,False,False,True,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.6,,-38.3,-31.44,,,eodhd,
ESLA,Estrella Immunopharma,Healthcare,US,1.0,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"EPS_uptrend, ROE_uptrend",False,False,,False,True,False,True,False,False,False,False,False,False,False,False,True,,False,True,False,True,False,True,False,False,False,False,False,データなし,,,,,,,,,,,-0.35,,126.02,-411.19,,,eodhd,
ESLAW,Estrella Immunopharma,Healthcare,US,0.14,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,ROA_uptrend,False,False,,False,True,False,True,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,False,True,False,False,False,データなし,,,,,,,,,,,,,-6155.69,-281.7,,,eodhd,
EURK,Eureka Acquisition Corp,Financial Services,US,11.44,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.15,,-219.22,4.36,79.97,,eodhd,
EXOZ,eXoZymes,Healthcare,US,7.41,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.28,,-269.59,-153.37,,,eodhd,
FBLG,FibroBiologics,Healthcare,US,0.85,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,EPS_uptrend,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,True,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-2.06,,-408.08,-67.87,335.21,,eodhd,
FLNA,Filana Therapeutics,Healthcare,US,1.21,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.21,,-122.27,-76.86,,,eodhd,
FMST,Foremost Clean Energy Ltd.,Basic Materials,US,1.55,2.0,13.0,15.4,6.0,13.0,46.2,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,True,False,False,データなし,,,,,,,,,,,-0.48,,-14.76,-13.03,2.13,,eodhd,
FRMI,Fermi Inc.,Real Estate,US,8.81,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,False,False,False,False,False,False,False,True,False,False,データなし,,,,,,,,,,,-0.3,,-44.38,-34.41,10.02,,eodhd,
FURY,Fury Gold Mines Limited,Basic Materials,US,0.54,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"EPS_uptrend, OCF_uptrend, ROE_uptrend, ROA_uptrend",False,False,,False,False,False,True,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,0.0,-12.68,-6.39,-5.96,7.96,,eodhd,
FVAV,Fortress Value Acquisition Corp. V,Financial Services,US,10.15,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,DE_below_thr,True,False,,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,True,False,False,False,True,False,False,データなし,,,,,,,,,,,0.02,,153.03,-11.73,92.54,,eodhd,
GLDG,GoldMining Inc.,Basic Materials,US,1.02,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,False,False,True,False,True,False,True,True,False,False,データなし,,,,,,,,,,,-0.07,,-5.94,-5.66,6.53,,eodhd,
GLND,Greenland Energy Company,Energy,US,2.85,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,True,False,False,False,False,False,False,データなし,,,,,,,,,,,0.03,,322.06,-20.43,,,eodhd,
GNTA,Genenta Science S.p.A.,Healthcare,US,1.8,2.0,13.0,15.4,6.0,13.0,46.2,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,True,False,False,データなし,,,,,,,,,,,-0.2,,-28.72,-19.67,34.81,,eodhd,
GSHRW,GSHRW,,US,0.24,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,,False,False,False,False,True,False,True,False,False,False,False,データなし,,,,,,,,,,,,,35475.72,6315.32,127.67,,eodhd,
GTERW,Globa Terra Acquisition Corporation,,US,0.09,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,,False,False,False,False,True,False,True,False,False,False,False,データなし,,,,,,,,,,,,,11530.14,498.98,,,eodhd,
HCMAW,HCM III Acquisition Corp.,,US,0.75,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,5.25,4.95,2262.86,,eodhd,
HQ,Horizon Quantum Holdings Ltd.,Technology,US,24.58,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"EPS_uptrend, ROE_uptrend, ROA_uptrend",False,False,,False,True,False,True,False,False,False,False,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-4.55,,-7166.35,-64.98,,,eodhd,
INAB,IN8bio,Healthcare,US,1.4,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend, ROA_uptrend",False,False,,False,False,False,False,False,True,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-4.64,,-70.54,-60.22,0.95,,eodhd,
INACU,Indigo Acquisition Corp.,Financial Services,US,10.33,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.3,,-13318.32,80521.96,,,eodhd,
INTS,Intensity Therapeutics,Healthcare,US,3.8,2.0,13.0,15.4,6.0,13.0,46.2,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,True,False,False,データなし,,,,,,,,,,,-1.62,,-97.73,-82.31,28.8,,eodhd,
IONR,ioneer Ltd,Basic Materials,US,4.18,2.0,13.0,15.4,6.0,13.0,46.2,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,True,False,True,True,False,False,データなし,,,,,,,,,,,0.0,,-0.0,-0.0,0.55,,eodhd,
IPCX,Inflection Point Acquisition Corp. III,Financial Services,US,10.34,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.02,,0.2,0.19,0.0,,eodhd,
JSPRW,Jasper Therapeutics,,US,0.01,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,"ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-1.52,,-1826.09,-211.86,37.38,,eodhd,
KFII,K&F Growth Acquisition Corp. II,Financial Services,US,10.57,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.26,,-26683.06,4982.99,569.23,,eodhd,
KFIIU,K&F Growth Acquisition Corp. II,Financial Services,US,10.65,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.28,,-26683.06,4982.99,569.23,,eodhd,
KLRS,Kalaris Therapeutics,Healthcare,US,4.54,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"OCF_uptrend, FCF_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,False,False,True,True,False,False,データなし,,,,,,,,,,,-4.21,,-55.11,-35.68,17.25,,eodhd,
KVACW,Keen Vision Acquisition Corporation,,US,0.03,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,3.82,3.35,5.34,,eodhd,
LAFA,LaFayette Acquisition Corp.,Financial Services,US,10.1,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.05,,-18451.17,4052.3,,,eodhd,
LAFAU,LaFayette Acquisition Corp.,Financial Services,US,10.13,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.05,,-18451.17,4052.3,,,eodhd,
LBRX,LB Pharmaceuticals Inc,Healthcare,US,29.99,2.0,13.0,15.4,6.0,13.0,46.2,FAIL,"OCF_uptrend, FCF_uptrend, ROE_above_thr, DE_below_thr",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,True,False,True,True,True,False,True,True,False,False,データなし,,,,,,,,,,,-2.5,,-8.37,-8.05,83.81,,eodhd,
LEGO,Legato Merger Corp. IV,Financial Services,US,9.92,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,True,,True,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False,False,False,False,False,False,データなし,,,,,,,,,,,-0.08,,-3.13,-0.74,257.85,,eodhd,
LFACW,Leapfrog Acquisition Corporation,,US,0.32,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"OCF_uptrend, FCF_uptrend",False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,0.78,0.75,,,eodhd,
LKSP,Lake Superior Acquisition Corp.,Financial Services,US,10.14,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.02,,-1767.09,312.36,530.63,,eodhd,
LOKV,Live Oak Acquisition Corp. V,Financial Services,US,9.6,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.86,,-7.84,-6.86,907729.39,,eodhd,
LOKVU,Live Oak Acquisition Corp. V,Financial Services,US,10.51,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.57,,-7.84,-6.86,907729.39,,eodhd,
LOKVW,Live Oak Acquisition Corp. V,,US,1.5,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,-7.84,-6.86,907729.39,,eodhd,
MAIA,MAIA Biotechnology,Healthcare,US,1.35,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,"ROE_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.75,,-942.65,-230.78,0.96,,eodhd,
MBX,MBX Biosciences,Healthcare,US,40.44,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,ROE_uptrend,False,True,,False,False,False,False,False,False,False,True,False,False,False,False,True,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-2.41,,-23.56,-22.58,,,eodhd,
MPLT,MapLight Therapeutics,Healthcare,US,28.68,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-78.76,,-35.16,-33.61,,,eodhd,
NIOBW,NioCorp Developments Ltd.,,US,1.71,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"OCF_uptrend, ROA_uptrend",False,False,,False,False,False,True,False,True,False,False,False,False,False,False,False,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,-61.45,-39.72,766.0,,eodhd,
NNVC,NanoViricides,Healthcare,US,1.34,2.0,13.0,15.4,4.0,13.0,30.8,FAIL,"OCF_uptrend, FCF_uptrend",False,True,,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,True,False,True,False,False,False,False,True,False,False,データなし,,,,,,,,,,,-0.63,,-125.93,-107.29,0.41,,eodhd,
NRSN,NeuroSense Therapeutics Ltd.,Healthcare,US,0.7,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"OCF_uptrend, FCF_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,True,False,False,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.29,,713.14,-1082.2,,,eodhd,
NRSNW,NeuroSense Therapeutics Ltd.,,US,0.11,2.0,13.0,15.4,5.0,13.0,38.5,FAIL,"OCF_uptrend, FCF_uptrend, ROA_uptrend",False,True,,False,False,False,False,False,True,False,False,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-0.27,,713.14,-1082.2,,,eodhd,
OBAWW,Oxley Bridge Acquisition Limited,,US,0.23,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,-43.25,1.84,278.71,,eodhd,
OCCIM,OFS Credit Company,Financial Services,US,25.16,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,-6.48,-3.66,,,eodhd,
ODTX,Odyssey Therapeutics,Healthcare,US,18.53,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,ROA_uptrend,False,False,,False,False,False,False,True,False,False,False,True,False,False,False,False,,False,False,False,False,True,False,False,True,True,False,False,データなし,,,,,,,,,,,,,30.44,-55.1,3.29,,eodhd,
OSTX,OS Therapies Incorporated,Healthcare,US,1.84,2.0,13.0,15.4,7.0,13.0,53.8,FAIL,"OCF_uptrend, FCF_uptrend, ROE_above_thr, ROE_uptrend, DE_below_thr",False,True,,False,False,False,False,False,False,False,True,False,False,False,False,True,,False,True,False,True,True,True,False,True,True,False,False,データなし,,,,,,,,,,,-0.98,,471.71,-420.41,60.84,,eodhd,
OYSE,Oyster Enterprises II Acquisition Corp,Financial Services,US,10.28,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.19,,-25772.46,3979.37,744.34,,eodhd,
OYSEU,Oyster Enterprises II Acquisiti,Financial Services,US,10.99,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,データなし,,,,,,,,,,,0.19,,-25772.46,3979.37,744.34,,eodhd,
PACHW,Pioneer Acquisition I Corp,,US,0.24,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,False,False,,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,,,1.94,1.84,,,eodhd,
PCAP,ProCap Acquisition Corp,Financial Services,US,10.27,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,False,False,True,False,False,True,False,,False,False,False,False,False,False,False,False,True,False,False,データなし,,,,,,,,,,,0.14,,2.3,2.2,0.01,,eodhd,
PCAPU,ProCap Acquisition Corp,Financial Services,US,10.35,2.0,13.0,15.4,2.0,13.0,15.4,FAIL,,True,False,,False,False,False,False,False,False,False,False,True,False,False,True,False,,False,False,False,False,False,False,False,False,True,False,False,データなし,,,,,,,,,,,0.14,,2.3,2.2,0.01,,eodhd,
PCVX,Vaxcyte,Healthcare,US,51.15,2.0,13.0,15.4,3.0,13.0,23.1,FAIL,"EPS_uptrend, ROE_uptrend",False,False,,False,False,False,False,False,False,False,True,True,False,False,False,True,,False,False,False,False,False,True,False,True,False,False,False,データなし,,,,,,,,,,,-5.62,,-28.55,-25.17,0.42,,eodhd,
