ticker,name,sector,market,price,s_score,s_total,s_pct,r_score,r_total,r_pct,grade,relaxed_items,s_EPS_positive,s_EPS_uptrend,s_GM_judge,s_OCF_positive,s_OCF_uptrend,s_FCF_positive,s_FCF_uptrend,s_ROE_above_thr,s_ROE_uptrend,s_ROA_above_thr,s_ROA_uptrend,s_DE_below_thr,s_ROIC_above_thr,s_ROIC_vs_WACC,r_EPS_positive,r_EPS_uptrend,r_GM_judge,r_OCF_positive,r_OCF_uptrend,r_FCF_positive,r_FCF_uptrend,r_ROE_above_thr,r_ROE_uptrend,r_ROA_above_thr,r_ROA_uptrend,r_DE_below_thr,r_ROIC_above_thr,r_ROIC_vs_WACC,s_gm_note,dcf_buy_price,dcf_intrinsic,dcf_adj_rate,dcf_raw_rate,dcf_years_back,dcf_past_eps,dcf_present_eps,dcf_skip_reason,undervalued,margin_pct,latest_EPS,latest_GM,latest_ROE,latest_ROA,latest_DE,latest_ROIC,data_source,error
EDF,Virtus Stone Harbor Emerging Markets Income Fund,Financial Services,US,5.5,4.0,13.0,30.8,13.0,13.0,100.0,RELAXED,"EPS_positive, OCF_positive, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_above_thr, ROA_above_thr, ROIC_above_thr, ROIC_vs_WACC",False,True,,False,False,False,False,False,True,False,True,True,False,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,データなし,16.22,23.17,12.0,147.3,3.0,0.08,1.21,,True,66.1,1.21,,17.35,13.91,24.46,13.94,,
ATAT,Atour Lifestyle Holdings Limited,Consumer Cyclical,US,33.66,10.0,14.0,71.4,12.0,14.0,85.7,FAIL,"ROE_above_thr, ROA_above_thr",True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg34.8%)→OK,47.38,67.68,12.0,37.42,4.0,0.99,3.53,,True,29.0,3.53,44.26,45.08,17.67,6.95,,eodhd,
GIB,CGI Inc.,Technology,US,66.44,10.0,14.0,71.4,11.0,14.0,78.6,FAIL,ROA_uptrend,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,40%未満(avg17.2%)→OK,70.6,100.86,5.08,10.17,9.0,3.48,8.32,,True,5.9,8.32,20.67,16.13,8.49,8.22,,eodhd,
HG,Hamilton Insurance Group,Financial Services,US,31.51,10.0,14.0,71.4,11.0,14.0,78.6,FAIL,ROE_above_thr,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,40%未満(avg29.4%)→OK,66.89,95.55,12.0,78.85,2.0,1.56,4.99,,True,52.9,4.99,54.11,20.43,6.02,5.31,,eodhd,
KSPI,Joint Stock Company Kaspi.kz,Technology,US,85.17,10.0,14.0,71.4,12.0,14.0,85.7,FAIL,"GM_judge, ROE_uptrend",True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がりNG),144.85,206.93,11.33,22.66,3.0,6.12,11.3,,True,41.2,11.3,73.55,41.67,9.37,4.05,,eodhd,
LRN,Stride,Consumer Defensive,US,84.22,10.0,14.0,71.4,12.0,14.0,85.7,FAIL,"ROE_above_thr, ROA_above_thr",True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg35.9%)→OK,97.58,139.4,12.0,40.1,9.0,0.35,7.28,,True,13.7,7.28,39.24,19.46,12.55,28.14,,eodhd,
ODD,Oddity Tech Ltd.,Consumer Defensive,US,11.7,10.0,14.0,71.4,11.0,14.0,78.6,FAIL,GM_judge,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,40%以上(右肩上がりNG),27.88,39.83,12.0,26.2,2.0,1.31,2.08,,True,58.0,2.08,72.69,27.93,9.73,147.38,,eodhd,
SKWD,Skyward Specialty Insurance Group,Financial Services,US,49.97,10.0,14.0,71.4,11.0,14.0,78.6,FAIL,ROE_above_thr,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,40%未満(avg45.7%)→OK,54.42,77.74,12.0,80.53,3.0,0.69,4.06,,True,8.2,4.06,44.01,16.84,3.55,11.88,,eodhd,
SMPL,The Simply Good Foods Company,Consumer Defensive,US,12.49,10.0,14.0,71.4,11.0,14.0,78.6,FAIL,ROA_above_thr,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,40%未満(avg38.2%)→OK,25.74,36.77,12.0,36.5,8.0,0.16,1.92,,True,51.5,1.92,35.07,7.71,5.81,13.78,,eodhd,
UNMA,Unum Group 6.250% JR NT58,,US,22.41,10.0,14.0,71.4,10.0,14.0,71.4,FAIL,ROE_above_thr,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,40%未満(avg30.3%)→OK,28.5,40.71,1.43,2.86,9.0,3.3,4.25,,True,21.4,4.25,38.22,6.64,1.15,29.37,,eodhd,
DOCU,DocuSign,Technology,US,43.93,9.0,14.0,64.3,9.0,14.0,64.3,FAIL,,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がり),51.47,73.53,12.0,52.11,6.0,0.31,3.84,,True,14.6,3.84,79.4,16.12,7.31,117.11,,eodhd,
LULU,lululemon athletica inc.,Consumer Cyclical,US,116.49,9.0,14.0,64.3,11.0,14.0,78.6,FAIL,"OCF_uptrend, FCF_uptrend",True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,40%以上(右肩上がり),197.04,281.49,12.0,25.67,9.0,1.88,14.7,,True,40.9,14.7,56.6,31.83,18.67,,,eodhd,
NBBK,NB Bancorp,Financial Services,US,20.23,9.0,14.0,64.3,10.0,14.0,71.4,FAIL,GM_judge,True,True,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),20.64,29.49,12.0,226.89,1.0,0.47,1.54,,True,2.0,1.54,54.94,5.86,0.72,19.67,,eodhd,
NRT,North European Oil Royalty Trust,Energy,US,7.48,9.0,14.0,64.3,11.0,14.0,78.6,FAIL,"ROE_uptrend, ROA_uptrend",True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,40%以上(右肩上がり),8.83,12.62,3.3,6.6,9.0,0.66,1.17,,True,15.3,1.17,100.0,410.05,165.91,,,eodhd,
RPC,Ridgepost Capital,Financial Services,US,8.51,9.0,14.0,64.3,10.0,14.0,71.4,FAIL,GM_judge,True,True,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),12.47,17.81,12.0,43.34,7.0,0.07,0.93,,True,31.8,0.93,51.7,5.55,2.1,15.26,,eodhd,
SAGT,Sagtec Global Limited,Technology,US,1.04,9.0,14.0,64.3,10.0,14.0,71.4,FAIL,ROA_uptrend,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,40%未満(avg28.1%)→NG,1.21,1.72,12.0,55.33,2.0,0.04,0.09,,True,14.0,0.09,22.33,39.97,24.54,5.01,,eodhd,
SPFI,South Plains Financial,Financial Services,US,41.32,9.0,14.0,64.3,10.0,14.0,71.4,FAIL,ROE_uptrend,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がり),46.11,65.87,12.0,34.82,7.0,0.42,3.44,,True,10.4,3.44,69.62,11.84,1.31,12.25,,eodhd,
TCBX,Third Coast Bancshares,Financial Services,US,39.24,9.0,14.0,64.3,10.0,14.0,71.4,FAIL,FCF_positive,True,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がり),50.8,72.57,12.0,41.61,6.0,0.47,3.79,,True,22.8,3.79,55.26,12.48,1.24,7.13,,eodhd,
UHS,Universal Health Services,Healthcare,US,144.14,9.0,14.0,64.3,11.0,14.0,78.6,FAIL,"GM_judge, ROA_above_thr",True,True,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,40%以上(右肩上がりNG),201.68,288.11,6.43,12.87,9.0,7.32,21.76,,True,28.5,21.76,90.45,20.46,9.33,10.28,,eodhd,
WEN,The Wendy's Company,Consumer Cyclical,US,7.03,9.0,14.0,64.3,11.0,14.0,78.6,FAIL,"GM_judge, ROA_uptrend",True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,40%未満(avg35.4%)→NG,7.34,10.49,4.65,9.29,9.0,0.4,0.89,,True,4.2,0.89,26.87,63.65,3.28,30.14,,eodhd,
YALA,Yalla Group Limited,Technology,US,5.28,9.0,14.0,64.3,12.0,14.0,85.7,FAIL,"EPS_uptrend, ROE_uptrend, ROA_uptrend",True,False,True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がり),11.2,16.0,12.0,53.25,7.0,0.04,0.84,,True,52.9,0.84,67.27,18.49,16.72,0.16,,eodhd,
AWP,abrdn Global Premier Properties Fund,Financial Services,US,11.73,8.0,13.0,61.5,8.0,13.0,61.5,FAIL,,False,True,,True,True,True,True,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,21.73,31.04,1.0,-19.02,3.0,6.27,3.33,,True,46.0,3.33,,1.81,1.66,9.05,1.66,,
BTO,John Hancock Financial Opportunities Fund,Financial Services,US,37.78,8.0,13.0,61.5,9.0,13.0,69.2,FAIL,EPS_positive,False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,47.32,67.59,12.0,237.45,2.0,0.31,3.53,,True,20.2,3.53,,9.8,8.28,21.6,1.02,,
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,Financial Services,US,8.02,8.0,13.0,61.5,9.0,13.0,69.2,FAIL,EPS_positive,False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,23.73,33.89,12.0,33.14,3.0,0.75,1.77,,True,66.2,1.77,,10.07,6.01,49.44,6.74,,
CCD,Calamos Dynamic Convertible and Income Fund,Financial Services,US,25.6,8.0,13.0,61.5,8.0,13.0,61.5,FAIL,,False,True,,True,True,True,True,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,28.32,40.45,1.0,-21.55,3.0,8.99,4.34,,True,9.6,4.34,,21.95,14.87,31.66,16.67,,
CSQ,Calamos Strategic Total Return Fund,Financial Services,US,20.35,8.0,13.0,61.5,10.0,13.0,76.9,FAIL,"EPS_positive, ROA_above_thr",False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,False,データなし,35.04,50.05,1.0,-6.26,3.0,6.52,5.37,,True,41.9,5.37,,21.61,15.17,31.44,16.44,,
DBL,DoubleLine Opportunistic Credit Fund,Financial Services,US,14.37,8.0,13.0,61.5,10.0,13.0,76.9,FAIL,"EPS_positive, ROA_above_thr",False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,False,データなし,28.89,41.27,9.01,18.02,3.0,1.6,2.63,,True,50.3,2.63,,6.83,6.22,4.99,6.51,,
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund,Financial Services,US,5.7,8.0,13.0,61.5,11.0,13.0,84.6,FAIL,"EPS_positive, ROA_above_thr, ROIC_vs_WACC",False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,True,データなし,7.64,10.91,12.0,92.43,3.0,0.08,0.57,,True,25.4,0.57,,18.65,15.56,16.3,16.04,,
EOD,Wells Fargo Advantage Funds - Allspring Global Dividend Opportunity Fund,Financial Services,US,6.48,8.0,13.0,61.5,10.0,13.0,76.9,FAIL,"EPS_positive, ROA_above_thr",False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,False,データなし,9.4,13.42,1.0,-5.57,3.0,1.71,1.44,,True,31.1,1.44,,21.86,18.32,17.14,18.66,,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,Financial Services,US,23.12,8.0,13.0,61.5,11.0,13.0,84.6,FAIL,"EPS_positive, ROA_above_thr, ROIC_vs_WACC",False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,True,データなし,33.47,47.82,1.0,-12.9,3.0,7.76,5.13,,True,30.9,5.13,,18.35,15.15,20.87,15.18,,
ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,Financial Services,US,30.25,8.0,13.0,61.5,11.0,13.0,84.6,FAIL,"EPS_positive, ROA_above_thr, ROIC_vs_WACC",False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,True,データなし,45.28,64.69,1.0,-13.64,3.0,10.77,6.94,,True,33.2,6.94,,17.35,14.4,20.25,14.43,,
EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,Financial Services,US,26.56,8.0,13.0,61.5,8.0,13.0,61.5,FAIL,,False,True,,True,True,True,True,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,43.26,61.8,1.0,-10.96,3.0,9.39,6.63,,True,38.6,6.63,,9.3,7.54,22.36,7.6,,
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,Financial Services,US,10.82,8.0,13.0,61.5,9.0,13.0,69.2,FAIL,EPS_positive,False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,14.54,20.78,4.59,9.18,3.0,1.36,1.77,,True,25.6,1.77,,10.12,6.6,45.49,6.95,,
ISD,PGIM High Yield Bond Fund,Financial Services,US,12.82,8.0,13.0,61.5,9.0,13.0,69.2,FAIL,EPS_positive,False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,18.5,26.43,12.0,50.41,2.0,0.61,1.38,,True,30.7,1.38,,11.96,11.74,25.79,8.33,,
JMM,Nuveen Multi-Market Income Fund,Financial Services,US,5.82,8.0,13.0,61.5,9.0,13.0,69.2,FAIL,EPS_positive,False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,6.43,9.19,12.0,68.03,2.0,0.17,0.48,,True,9.5,0.48,,7.29,5.09,41.42,5.16,,
NMCO,Nuveen Municipal Credit Opportunities Fund,Financial Services,US,10.69,8.0,13.0,61.5,8.0,13.0,61.5,FAIL,,False,True,,True,True,True,True,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,15.2,21.72,1.0,-11.84,3.0,3.4,2.33,,True,29.7,2.33,,0.19,0.11,1.73,0.19,,
THQ,Abrdn Healthcare Opportunities Fund,Financial Services,US,18.66,8.0,13.0,61.5,9.0,13.0,69.2,FAIL,EPS_positive,False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,29.88,42.69,1.0,-0.93,3.0,4.71,4.58,,True,37.6,4.58,,-15.5,-11.84,30.38,-11.89,,
THW,Abrdn World Healthcare Fund,Financial Services,US,12.45,8.0,13.0,61.5,10.0,13.0,76.9,FAIL,"EPS_positive, ROA_above_thr",False,True,,True,True,True,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,False,データなし,15.92,22.74,1.0,0.0,3.0,2.44,2.44,,True,21.8,2.44,,10.81,8.7,23.66,8.74,,
AFYA,Afya Limited,Consumer Defensive,US,14.18,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,40%以上(右肩上がり),18.59,26.56,1.0,-18.85,7.0,12.3,2.85,,True,23.7,2.85,64.46,15.21,7.89,1.25,,eodhd,
AGBK,AGI Inc,Financial Services,US,7.09,8.0,14.0,57.1,8.0,14.0,57.1,FAIL,,True,True,False,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,40%以上(右肩上がりNG),9.5,13.57,1.72,3.45,1.0,1.34,1.39,,True,25.4,1.39,44.56,31.67,2.17,6.47,,eodhd,
BCV,Bancroft Fund Ltd.,Financial Services,US,25.85,8.0,14.0,57.1,5.0,14.0,35.7,FAIL,ROA_above_thr,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,40%以上(右肩上がり),43.72,62.45,1.0,-44.79,2.0,21.98,6.7,,True,40.9,8.35,86.19,24.71,24.68,,,eodhd,
CHA,Chagee Holdings Limited,Consumer Cyclical,US,11.64,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"EPS_uptrend, ROE_uptrend, ROA_above_thr",True,False,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,40%未満(avg40.3%)→OK,17.29,24.7,1.0,-57.45,2.0,14.64,2.65,,True,32.7,2.65,45.84,15.94,10.21,,,eodhd,
GLOB,Globant S.A.,Technology,US,36.96,8.0,14.0,57.1,9.0,14.0,64.3,FAIL,ROA_above_thr,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,40%未満(avg37.1%)→OK,62.47,89.24,9.54,19.08,9.0,1.14,5.49,,True,40.8,5.49,35.0,4.92,3.1,0.94,,eodhd,
GRBK,Green Brick Partners,Consumer Cyclical,US,74.24,8.0,14.0,57.1,12.0,14.0,85.7,FAIL,"OCF_positive, FCF_positive, ROE_above_thr, ROA_above_thr",True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg26.6%)→OK,94.77,135.38,12.0,31.78,9.0,0.59,7.07,,True,21.7,7.07,31.16,16.85,12.35,2.36,,eodhd,
GVH,Globavend Holdings Limited,Industrials,US,4.05,8.0,14.0,57.1,10.0,14.0,71.4,FAIL,"OCF_uptrend, ROE_uptrend",True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,40%未満(avg9.6%)→OK,10.5,15.01,1.0,-46.98,3.0,10.8,1.61,,True,61.4,1.61,10.08,6.8,6.09,,,eodhd,
HERE,Here Group Limited,Consumer Cyclical,US,2.07,8.0,14.0,57.1,9.0,14.0,64.3,FAIL,GM_judge,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がりNG),4.37,6.25,1.0,-5.13,1.0,0.71,0.67,,True,52.6,2.25,81.52,6.15,2.99,,,eodhd,
HIG,The Hartford Insurance Group,Financial Services,US,130.7,8.0,14.0,57.1,10.0,14.0,71.4,FAIL,"GM_judge, ROE_above_thr, ROE_uptrend",True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,40%未満(avg15.1%)→NG,140.53,200.76,8.25,16.51,9.0,3.4,13.45,,True,7.0,13.45,46.08,20.21,4.46,27.71,,eodhd,
IT,Gartner,Technology,US,140.26,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"ROE_above_thr, ROE_uptrend, ROA_above_thr",True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がりNG),147.36,210.52,9.24,18.49,9.0,2.87,13.21,,True,4.8,13.21,67.66,227.93,9.02,1.56,,eodhd,
KBR,KBR,Industrials,US,35.2,8.0,14.0,57.1,10.0,14.0,71.4,FAIL,"ROE_uptrend, ROA_uptrend",True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg12.5%)→OK,36.15,51.65,6.44,12.88,8.0,1.48,3.9,,True,2.6,3.9,14.77,27.61,6.3,3.26,,eodhd,
KLAC,KLA Corporation,Technology,US,245.01,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"GM_judge, ROE_uptrend, ROA_uptrend",True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,40%以上(右肩上がりNG),446.62,638.03,12.0,24.4,9.0,4.67,33.32,,True,45.1,33.32,62.32,86.56,25.28,125.4,,eodhd,
LZ,LegalZoom.com,Industrials,US,5.99,8.0,14.0,57.1,9.0,14.0,64.3,FAIL,"GM_judge, ROE_uptrend",True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がりNG),8.31,11.87,12.0,135.96,4.0,0.02,0.62,,True,27.9,0.62,65.88,8.98,2.91,0.55,,eodhd,
MFIN,Medallion Financial Corp.,Financial Services,US,9.75,8.0,14.0,57.1,10.0,14.0,71.4,FAIL,"EPS_positive, GM_judge",False,True,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg52.3%)→NG,23.86,34.08,12.0,81.37,6.0,0.05,1.78,,True,59.1,1.78,96.75,10.53,1.46,23.31,,eodhd,
NBXG,Neuberger Berman Income Funds - Neuberger Next Generation Connectivity Fund Inc.,Financial Services,US,16.51,8.0,14.0,57.1,10.0,14.0,71.4,FAIL,"ROE_above_thr, ROA_above_thr",False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,40%以上(右肩上がり),54.69,78.13,12.0,161.81,1.0,1.56,4.08,,True,69.8,4.08,100.0,28.15,27.99,,,eodhd,
NCDL,Nuveen Churchill Direct Lending Corp.,Financial Services,US,12.38,8.0,14.0,57.1,9.0,14.0,64.3,FAIL,GM_judge,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がりNG),24.93,35.62,12.0,67.87,2.0,0.66,1.86,,True,50.3,1.86,84.87,7.5,3.19,,,eodhd,
NMIH,NMI Holdings,Financial Services,US,38.07,8.0,14.0,57.1,9.0,14.0,64.3,FAIL,ROE_above_thr,True,True,False,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,40%以上(右肩上がりNG),65.81,94.02,12.0,44.39,9.0,0.18,4.91,,True,42.2,4.91,91.83,15.0,10.13,16.09,,eodhd,
NOMD,Nomad Foods Limited,Consumer Defensive,US,10.18,8.0,14.0,57.1,10.0,14.0,71.4,FAIL,"OCF_uptrend, FCF_uptrend",True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg29.1%)→OK,13.24,18.92,4.04,8.08,9.0,0.83,1.67,,True,23.1,1.67,27.14,5.48,2.16,0.16,,eodhd,
NVO,Novo Nordisk A/S,Healthcare,US,44.43,8.0,14.0,57.1,12.0,14.0,85.7,FAIL,"GM_judge, FCF_uptrend, ROE_uptrend, ROA_uptrend",True,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がりNG),55.91,79.88,11.72,23.44,3.0,2.26,4.25,,True,20.5,23.03,80.98,52.79,18.87,5.5,,eodhd,
OGC,OceanaGold Corporation,Basic Materials,US,28.98,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"EPS_positive, EPS_uptrend, ROA_above_thr",False,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,40%未満(avg32.8%)→OK,36.17,51.67,12.0,84.82,6.0,0.07,2.7,,True,19.9,2.7,46.35,27.73,19.31,0.09,,eodhd,
ORRF,Orrstown Financial Services,Financial Services,US,38.9,8.0,14.0,57.1,10.0,14.0,71.4,FAIL,"GM_judge, DE_below_thr",True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),50.46,72.09,10.08,20.15,9.0,0.82,4.28,,True,22.9,4.28,70.64,13.67,1.46,52.71,,eodhd,
PAX,Patria Investments Limited,Financial Services,US,11.99,8.0,14.0,57.1,12.0,14.0,85.7,FAIL,"ROE_above_thr, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がり),16.6,23.72,11.63,23.25,5.0,0.45,1.27,,True,27.8,1.27,96.2,13.99,5.73,28.58,,eodhd,
PGR,The Progressive Corporation,Financial Services,US,205.35,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"GM_judge, ROE_uptrend, ROA_uptrend",True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,40%未満(avg24.4%)→NG,249.85,356.93,12.0,30.48,9.0,1.7,18.64,,True,17.8,18.64,29.47,37.29,9.19,22.75,,eodhd,
PHM,PulteGroup,Consumer Cyclical,US,127.1,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"OCF_uptrend, FCF_uptrend, ROA_uptrend",True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,40%未満(avg22.9%)→OK,144.76,206.8,11.56,23.12,9.0,1.71,11.12,,True,12.2,11.12,26.41,17.09,12.29,12.56,,eodhd,
PPC,Pilgrim's Pride Corporation,Consumer Defensive,US,28.85,8.0,14.0,57.1,12.0,14.0,85.7,FAIL,"ROE_above_thr, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg9.9%)→OK,48.43,69.19,6.48,12.96,9.0,1.74,5.21,,True,40.4,5.21,12.75,29.41,10.46,0.03,,eodhd,
PTLO,Portillo's Inc.,Consumer Cyclical,US,4.43,8.0,14.0,57.1,9.0,14.0,64.3,FAIL,EPS_positive,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,False,40%未満(avg40.9%)→OK,5.72,8.18,9.77,19.54,3.0,0.29,0.5,,True,22.6,0.5,39.43,4.14,1.2,20.58,,eodhd,
REFI,Chicago Atlantic Real Estate Finance,Real Estate,US,11.16,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"EPS_uptrend, ROE_uptrend, ROA_uptrend",True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,40%以上(右肩上がり),17.31,24.72,8.04,16.08,4.0,0.93,1.68,,True,35.5,1.68,86.88,11.7,8.47,15.95,,eodhd,
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities,US,5.54,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"EPS_uptrend, GM_judge, ROA_above_thr",True,False,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,40%未満(avg40.2%)→NG,12.56,17.95,1.0,-7.11,9.0,3.74,1.93,,True,55.9,1.93,36.64,19.57,7.81,11.65,,eodhd,
